Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,820809,-,-,-,34.12,-118.39,0,342,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,GHI,Pressure,Wind Speed,Relative Humidity
2021,1,1,0,0,12.600000000000001,123,970,2.5,50.02
2021,1,1,1,0,10.4,0,971,2.3000000000000003,60.54
2021,1,1,2,0,9.9,0,972,2.6,65.96000000000001
2021,1,1,3,0,9.5,0,972,3.2,70.10000000000001
2021,1,1,4,0,9,0,972,3.9000000000000004,71.77
2021,1,1,5,0,8.5,0,972,4.3,72.59
2021,1,1,6,0,8.1,0,972,4.4,71.75
2021,1,1,7,0,7.9,0,972,4.3,68.62
2021,1,1,8,0,7.7,0,972,4.2,64.88
2021,1,1,9,0,7.5,0,973,3.8000000000000003,61.99
2021,1,1,10,0,7.4,0,973,3.6,59.94
2021,1,1,11,0,7.300000000000001,0,973,3.6,58.42
2021,1,1,12,0,7.300000000000001,0,973,3.6,56.54
2021,1,1,13,0,7.2,0,974,3.6,55.27
2021,1,1,14,0,7.2,0,974,3.5,53.96
2021,1,1,15,0,8.1,0,975,3.8000000000000003,51.22
2021,1,1,16,0,11,151,976,4.5,42.61
2021,1,1,17,0,13.700000000000001,328,976,5,35.32
2021,1,1,18,0,15.700000000000001,475,977,4.6000000000000005,31.2
2021,1,1,19,0,16.900000000000002,563,976,3.5,28.51
2021,1,1,20,0,17.7,592,976,2.5,25.02
2021,1,1,21,0,18,557,975,1.8,24.42
2021,1,1,22,0,17.8,456,975,1.4000000000000001,25.62
2021,1,1,23,0,16.6,307,976,1,32.81
2021,1,2,0,0,13.3,129,976,1.2000000000000002,48.83
2021,1,2,1,0,11.4,0,977,1.5,53.53
2021,1,2,2,0,10.5,0,978,1.5,56.6
2021,1,2,3,0,10,0,978,1.5,57.26
2021,1,2,4,0,9.9,0,978,1.4000000000000001,56.83
2021,1,2,5,0,9.9,0,978,1.4000000000000001,55.99
2021,1,2,6,0,9.600000000000001,0,978,1.3,56.19
2021,1,2,7,0,9.4,0,978,1.2000000000000002,57.06
2021,1,2,8,0,9.1,0,979,1.2000000000000002,58.44
2021,1,2,9,0,9.1,0,978,1.6,58.01
2021,1,2,10,0,8.9,0,978,1.6,59.71
2021,1,2,11,0,8.9,0,978,1.4000000000000001,60.64
2021,1,2,12,0,8.700000000000001,0,979,1.4000000000000001,63.71
2021,1,2,13,0,8.5,0,979,1.4000000000000001,67.85
2021,1,2,14,0,8.5,0,979,1.2000000000000002,71.09
2021,1,2,15,0,8.8,0,980,1.1,73.92
2021,1,2,16,0,11.3,94,981,1.4000000000000001,67.08
2021,1,2,17,0,13.4,310,981,1.4000000000000001,54.72
2021,1,2,18,0,15.4,426,981,1.2000000000000002,43.5
2021,1,2,19,0,16.8,545,980,0.9,35.69
2021,1,2,20,0,17.7,571,979,1.1,31.650000000000002
2021,1,2,21,0,17.6,446,979,1.8,33.24
2021,1,2,22,0,16.900000000000002,333,978,2,36.24
2021,1,2,23,0,15.600000000000001,192,978,1.9000000000000001,43.06
2021,1,3,0,0,12.9,30,979,1.8,58.86
2021,1,3,1,0,11.200000000000001,0,979,1.6,65.68
2021,1,3,2,0,10.700000000000001,0,980,1.4000000000000001,69.86
2021,1,3,3,0,10.600000000000001,0,979,1.2000000000000002,70.48
2021,1,3,4,0,10.700000000000001,0,979,1,68.93
2021,1,3,5,0,10.5,0,979,0.8,68.82000000000001
2021,1,3,6,0,10.100000000000001,0,979,0.7000000000000001,69.44
2021,1,3,7,0,9.600000000000001,0,979,0.8,70.32000000000001
2021,1,3,8,0,9.200000000000001,0,979,0.8,70.5
2021,1,3,9,0,8.9,0,979,0.8,70.39
2021,1,3,10,0,8.5,0,979,0.8,71.28
2021,1,3,11,0,8.1,0,979,0.8,72.65
2021,1,3,12,0,7.800000000000001,0,979,1,74.17
2021,1,3,13,0,7.5,0,979,1.1,75.95
2021,1,3,14,0,7.300000000000001,0,979,1.2000000000000002,77.28
2021,1,3,15,0,7.9,0,979,1.1,76.28
2021,1,3,16,0,9.700000000000001,79,980,1.3,70.3
2021,1,3,17,0,11.600000000000001,219,980,1.1,63.51
2021,1,3,18,0,13.9,439,980,0.4,55.120000000000005
2021,1,3,19,0,15.3,503,978,0.7000000000000001,49.58
2021,1,3,20,0,15.9,557,978,1.3,47.94
2021,1,3,21,0,15.8,405,977,1.6,48.980000000000004
2021,1,3,22,0,15.600000000000001,349,977,1.6,50.59
2021,1,3,23,0,15.200000000000001,270,977,1.5,52.74
2021,1,4,0,0,13,106,977,1.2000000000000002,64.56
2021,1,4,1,0,11.3,0,978,1.1,70.32000000000001
2021,1,4,2,0,10.200000000000001,0,978,1.1,76.10000000000001
2021,1,4,3,0,9.9,0,978,1.1,76.91
2021,1,4,4,0,10,0,978,1.2000000000000002,74.74
2021,1,4,5,0,9.9,0,978,1.2000000000000002,73.36
2021,1,4,6,0,9.4,0,977,1,74.02
2021,1,4,7,0,8.9,0,977,0.8,75.56
2021,1,4,8,0,8.5,0,977,0.7000000000000001,77.55
2021,1,4,9,0,8.6,0,978,0.8,77.57000000000001
2021,1,4,10,0,8.700000000000001,0,978,0.9,76.81
2021,1,4,11,0,8.700000000000001,0,978,1,76.01
2021,1,4,12,0,8.700000000000001,0,978,1,75.28
2021,1,4,13,0,8.6,0,978,1,74.92
2021,1,4,14,0,8.6,0,978,1,73.84
2021,1,4,15,0,9,0,979,0.8,72.84
2021,1,4,16,0,11.600000000000001,138,979,0.8,62.730000000000004
2021,1,4,17,0,13.9,309,979,0.7000000000000001,54.25
2021,1,4,18,0,16.2,454,979,1.6,46.89
2021,1,4,19,0,17.3,544,978,2.6,44.31
2021,1,4,20,0,17.900000000000002,574,977,3.2,42.75
2021,1,4,21,0,18.1,538,976,3.4000000000000004,42.25
2021,1,4,22,0,18,444,976,3.5,42.93
2021,1,4,23,0,17.1,299,976,3.1,47.86
2021,1,5,0,0,14,128,977,2,66.28
2021,1,5,1,0,12.600000000000001,0,977,1.5,73.15
2021,1,5,2,0,11.700000000000001,0,977,1.2000000000000002,78.96000000000001
2021,1,5,3,0,10.700000000000001,0,977,1.3,84.01
2021,1,5,4,0,10.100000000000001,0,977,1.3,86.13
2021,1,5,5,0,9.700000000000001,0,977,1.1,87.74
2021,1,5,6,0,9.3,0,977,1.1,90.03
2021,1,5,7,0,8.6,0,977,1.5,94.67
2021,1,5,8,0,8.4,0,977,1.9000000000000001,95.34
2021,1,5,9,0,8.3,0,977,1.9000000000000001,94.17
2021,1,5,10,0,7.9,0,977,2.1,94.61
2021,1,5,11,0,7.4,0,976,2.2,95.13
2021,1,5,12,0,7,0,976,2.4000000000000004,94.61
2021,1,5,13,0,6.7,0,976,2.6,93.7
2021,1,5,14,0,6.5,0,976,2.9000000000000004,92.67
2021,1,5,15,0,7.4,0,977,3.5,86.08
2021,1,5,16,0,10,144,977,4.3,72.08
2021,1,5,17,0,13.200000000000001,323,977,4.1000000000000005,57.09
2021,1,5,18,0,16.2,432,977,3.2,45.31
2021,1,5,19,0,18.6,499,975,2.2,35.64
2021,1,5,20,0,20.3,595,974,1.9000000000000001,29.54
2021,1,5,21,0,20.900000000000002,557,974,2.5,28
2021,1,5,22,0,20.700000000000003,462,974,2.5,28.86
2021,1,5,23,0,18.900000000000002,315,974,1.7000000000000002,39.81
2021,1,6,0,0,14.8,139,975,1.2000000000000002,55.59
2021,1,6,1,0,12.4,0,976,1.1,62.58
2021,1,6,2,0,11.5,0,976,1.3,65.54
2021,1,6,3,0,10.9,0,977,1.6,65.2
2021,1,6,4,0,10.5,0,977,1.9000000000000001,63.08
2021,1,6,5,0,10.200000000000001,0,977,2,61.32
2021,1,6,6,0,10.100000000000001,0,977,2.1,58.89
2021,1,6,7,0,10,0,977,2.1,56.69
2021,1,6,8,0,10.100000000000001,0,977,2.3000000000000003,53.56
2021,1,6,9,0,10.3,0,977,2.4000000000000004,51.28
2021,1,6,10,0,10.5,0,976,2.3000000000000003,50.47
2021,1,6,11,0,10.8,0,976,2,49.74
2021,1,6,12,0,10.9,0,976,1.9000000000000001,48.93
2021,1,6,13,0,10.8,0,977,2,48.28
2021,1,6,14,0,10.600000000000001,0,977,2.1,48.19
2021,1,6,15,0,11.200000000000001,0,977,2.2,47.34
2021,1,6,16,0,14.4,137,978,3,38.53
2021,1,6,17,0,16.900000000000002,311,978,2.7,32.56
2021,1,6,18,0,19.8,460,977,1.8,26.310000000000002
2021,1,6,19,0,21.3,552,977,1.2000000000000002,24.26
2021,1,6,20,0,21.5,470,976,1.8,24.75
2021,1,6,21,0,21.200000000000003,468,975,2.2,26.66
2021,1,6,22,0,20.700000000000003,449,975,2.3000000000000003,28.6
2021,1,6,23,0,19.3,305,975,1.8,38.82
2021,1,7,0,0,16.7,41,975,1.4000000000000001,48.49
2021,1,7,1,0,15.200000000000001,0,976,1.2000000000000002,52.27
2021,1,7,2,0,13.8,0,976,1.1,59.21
2021,1,7,3,0,12.700000000000001,0,976,1.3,61.410000000000004
2021,1,7,4,0,11.9,0,976,1.5,60.49
2021,1,7,5,0,11.4,0,976,1.8,58.28
2021,1,7,6,0,10.9,0,976,1.9000000000000001,57.370000000000005
2021,1,7,7,0,10.600000000000001,0,976,1.9000000000000001,56.67
2021,1,7,8,0,10.200000000000001,0,977,2.2,56.64
2021,1,7,9,0,10,0,977,2.6,56.65
2021,1,7,10,0,10.100000000000001,0,976,3,56.63
2021,1,7,11,0,9.700000000000001,0,976,3.3000000000000003,58.47
2021,1,7,12,0,9.4,0,975,3.8000000000000003,59.33
2021,1,7,13,0,9,0,976,3.9000000000000004,60.75
2021,1,7,14,0,8.8,0,976,4,60.76
2021,1,7,15,0,9.8,0,976,4.2,56.6
2021,1,7,16,0,12.5,142,977,4.4,47.18
2021,1,7,17,0,14.700000000000001,206,977,3.9000000000000004,41.22
2021,1,7,18,0,16.900000000000002,404,977,3.3000000000000003,36.31
2021,1,7,19,0,18.8,532,976,2.8000000000000003,30.6
2021,1,7,20,0,20,485,975,2.1,26.990000000000002
2021,1,7,21,0,20.3,518,975,1.5,26.29
2021,1,7,22,0,19.6,463,974,0.8,31.560000000000002
2021,1,7,23,0,17.3,270,974,0.7000000000000001,46.92
2021,1,8,0,0,15,113,974,1,52.58
2021,1,8,1,0,13.700000000000001,0,974,1.3,54.97
2021,1,8,2,0,12.700000000000001,0,975,1.5,55.68
